Epoch;Acc;val_acc;Loss_train;Loss_test;
0;82.58097171783447;68.75;3.3157746858117654;0.11520487070083618;
1;83.01453590393066;61.78343892097473;3.2191373444552083;1.293980598449707;
2;83.32058191299438;75.79618096351624;3.2177896942906283;2.222054958343506;
3;82.453453540802;80.25477528572083;3.2686506303954084;0.08014318346977234;
4;83.39709043502808;68.75;3.247436132153757;0.11418142914772034;
5;83.37159156799316;62.42038011550903;3.1548620766749402;1.222892165184021;
6;83.49910974502563;75.79618096351624;3.143836468952221;2.543154239654541;
7;82.63198137283325;81.5286636352539;3.2382701452640026;0.07765407115221024;
8;83.2695722579956;67.1875;3.174107489735458;0.11003939807415009;
9;82.86290168762207;60.50955653190613;3.25673573247848;1.3785889148712158;
10;83.3505392074585;76.43312215805054;3.099737442456759;2.228456974029541;
11;82.63198137283325;82.80254602432251;3.1780936818316223;0.07959931343793869;
12;83.44810009002686;67.70833134651184;3.1708153803960855;0.10908614844083786;
13;83.24406743049622;63.05732727050781;3.117380816606319;1.3393642902374268;
14;83.39213728904724;76.43312215805054;3.17281412693762;2.4529037475585938;
15;83.6266279220581;80.8917224407196;3.123471953497344;0.07735569775104523;
16;83.73773694038391;67.70833134651184;3.068657509586401;0.11373943090438843;
17;82.70848989486694;60.50955653190613;3.2084686218004874;1.5514262914657593;
18;83.77965092658997;76.43312215805054;3.13914288321614;2.4703149795532227;
19;83.14205408096313;82.16560482978821;3.2178856090330648;0.07183114439249039;
20;83.67763161659241;69.27083134651184;3.074841772710386;0.1135038286447525;
21;82.98903107643127;63.05732727050781;3.0921808952763508;1.606858730316162;
22;82.52996802330017;76.43312215805054;3.1682170894917587;2.4538044929504395;
23;83.16532373428345;82.16560482978821;3.141664731887079;0.07383649796247482;
24;83.09240937232971;69.27083134651184;3.11271544621664;0.11198373883962631;
25;83.19052457809448;61.78343892097473;3.124823514492281;1.5783476829528809;
26;83.06554555892944;77.07006335258484;3.1921014240948833;2.468273639678955;
27;82.8105092048645;83.43949317932129;3.044984479547611;0.08138735592365265;
28;84.03468728065491;68.75;3.0142773643679472;0.11437252908945084;
29;82.65358805656433;64.96815085411072;3.1456222278775168;1.5389213562011719;
30;83.41733813285828;76.43312215805054;3.087393731840195;2.5217700004577637;
31;83.89261960983276;83.43949317932129;3.0868523416903195;0.07382399588823318;
32;83.19052457809448;69.27083134651184;3.104017707609361;0.11568611115217209;
33;83.06554555892944;64.33120965957642;3.1391340458584636;1.501197338104248;
34;83.91842842102051;77.07006335258484;2.9602443646326098;2.6721558570861816;
35;82.70848989486694;83.43949317932129;3.1703038830989416;0.07973577827215195;
36;84.5192551612854;69.27083134651184;2.964752742752254;0.11430162191390991;
37;83.61895084381104;63.05732727050781;3.1184552292669974;1.47271728515625;
38;83.19306373596191;77.07006335258484;3.0442265028006203;2.5837645530700684;
39;83.32058191299438;83.43949317932129;3.095590995301157;0.07750774919986725;
40;83.06554555892944;68.75;3.0332935312456453;0.11373522877693176;
41;83.4537923336029;64.96815085411072;3.1496683566854613;1.7218527793884277;
42;82.55547285079956;77.07006335258484;3.116338385030099;2.6167774200439453;
43;83.24092626571655;83.43949317932129;3.0552582279328377;0.08076710253953934;
44;84.06018614768982;67.70833134651184;3.014007578209875;0.11275429278612137;
45;83.09105038642883;61.14649772644043;3.0659072509197456;1.7696465253829956;
46;83.42259526252747;77.07006335258484;3.0381055187735138;3.0489401817321777;
47;83.88166427612305;82.16560482978821;3.007704126685896;0.06244710460305214;
48;83.09105038642883;68.75;3.059303293298684;0.11658890545368195;
49;83.47960710525513;61.78343892097473;3.0696122526937866;1.7339662313461304;
50;83.39709043502808;77.07006335258484;3.057509913367904;2.853451728820801;
51;83.69455933570862;83.43949317932129;3.036843728634619;0.07488571852445602;
52;83.39709043502808;68.22916865348816;3.080620357802376;0.1139761433005333;
53;83.11654925346375;62.42038011550903;3.110604557873065;1.5307257175445557;
54;83.52460861206055;76.43312215805054;3.074070719728905;2.7047715187072754;
55;83.52460861206055;82.80254602432251;3.021845989767248;0.07068068534135818;
56;83.2185685634613;69.27083134651184;3.079536299473228;0.11975258588790894;
57;83.39709043502808;62.42038011550903;3.004615342486303;1.817762851715088;
58;83.6266279220581;76.43312215805054;3.008513421618309;2.8557288646698;
59;83.6266279220581;83.43949317932129;3.0146674365603294;0.07186023145914078;
60;83.47360491752625;68.22916865348816;2.968105954438015;0.11636046320199966;
61;82.91252255439758;63.05732727050781;3.028756301581206;1.7277474403381348;
62;83.42259526252747;76.43312215805054;3.015978615918168;3.0838873386383057;
63;83.65212678909302;82.80254602432251;2.989778857424502;0.06508328020572662;
64;83.80514979362488;68.22916865348816;2.927950529503719;0.11700557917356491;
65;83.2185685634613;61.78343892097473;3.0007015454224923;2.006035566329956;
66;83.79536271095276;76.43312215805054;2.9777269978677072;3.1123905181884766;
67;83.27310085296631;82.80254602432251;3.0590362871930226;0.0635848268866539;
