Epoch;Acc;val_acc;Loss_train;Loss_test;
0;72.97056317329407;69.37500238418579;65328.800080843;98251.140625;
1;74.0410327911377;73.46938848495483;54352.1323176851;102060.265625;
2;73.76760840415955;76.1904776096344;44025.3564178037;68457.890625;
3;75.67812204360962;76.87074542045593;40764.898599966094;11795.2880859375;
4;76.00356936454773;74.82993006706238;30933.961195361284;0.0;
5;76.44959688186646;70.74829936027527;23348.640770918126;0.0;
6;78.76895666122437;70.74829936027527;14978.554327931604;0.0;
7;77.78769135475159;71.42857313156128;14594.43264996463;0.0;
8;80.64228296279907;71.42857313156128;7159.55058741846;4369.130859375;
9;74.75468516349792;66.66666865348816;5545.080738241177;900.1715087890625;
10;77.78769135475159;64.6258533000946;4115.1668597722455;5157.66259765625;
11;75.64674615859985;68.75;4030.2086816493365;5068.9794921875;
12;76.71721577644348;71.42857313156128;3942.974679938392;7888.7607421875;
13;78.05531024932861;70.06802558898926;3894.163074612511;4802.52734375;
14;78.23371887207031;73.46938848495483;3070.0386008978103;1060.6717529296875;
15;75.02230405807495;68.0272102355957;4046.619506509255;515.5209350585938;
16;78.05531024932861;60.54421663284302;3328.654106636966;760.5737915039062;
17;76.18197798728943;68.70748400688171;3579.201808524493;336.72509765625;
18;77.55281925201416;65.30612111091614;3309.091827822403;936.1231689453125;
19;76.89563035964966;65.30612111091614;3295.613215913526;2356.199462890625;
20;78.32292318344116;69.38775777816772;3252.0741016888173;789.9255981445312;
21;76.85352563858032;68.0272102355957;3186.4638623311766;3583.227294921875;
22;77.60927677154541;63.749998807907104;3168.169313102402;8318.24609375;
23;77.72887349128723;72.78911471366882;3087.2509016654863;7021.97412109375;
24;77.21518874168396;72.78911471366882;2893.2691090809717;3578.12939453125;
25;77.69848108291626;71.42857313156128;2956.372626489236;720.0315551757812;
26;77.16324925422668;68.0272102355957;3228.08304042629;1105.5863037109375;
27;78.23371887207031;69.38775777816772;2530.238096347778;225.79254150390625;
28;77.02465057373047;65.98639488220215;2937.408945024853;567.42529296875;
29;77.52007246017456;70.06802558898926;2804.929689242306;306.2584228515625;
30;79.75022196769714;70.74829936027527;2403.5554635884187;2704.35986328125;
31;77.39602327346802;72.10884094238281;2888.076252776934;925.8082885742188;
32;77.02465057373047;68.0272102355957;2683.126196847835;3091.5712890625;
33;78.30017805099487;69.37500238418579;2584.8886937284556;5102.740234375;
34;80.55307865142822;76.1904776096344;2311.615928792826;4277.5810546875;
35;76.00356936454773;76.1904776096344;2569.289831074724;1756.496826171875;
36;79.7535240650177;75.51020383834839;2254.320174136632;371.1751708984375;
37;75.91436505317688;67.34693646430969;2450.5539396151594;830.7371215820312;
38;78.23371887207031;63.945579528808594;2414.369707963384;515.2673950195312;
39;77.93851494789124;68.0272102355957;2470.5104566577547;259.7369384765625;
40;79.48260307312012;68.70748400688171;2199.054925720358;300.8930358886719;
41;79.40140962600708;67.34693646430969;2286.734979763837;1776.0430908203125;
42;75.2899169921875;68.70748400688171;2356.634488271667;319.7041931152344;
43;75.2899169921875;69.38775777816772;2218.3576716781195;2196.66650390625;
44;77.07403898239136;69.9999988079071;2311.718403934475;4288.6611328125;
45;79.02351021766663;73.46938848495483;2317.4729237892743;5035.4130859375;
46;80.45774698257446;74.14966225624084;1836.3579806475573;2637.8037109375;
47;77.12477445602417;73.46938848495483;2108.719369484762;476.78076171875;
48;77.99295783042908;67.34693646430969;2071.927107260261;669.9115600585938;
49;77.93851494789124;66.66666865348816;1953.1312251444535;357.03302001953125;
50;77.46478915214539;69.38775777816772;2054.414989954989;126.97711944580078;
51;79.02351021766663;67.34693646430969;2007.955248979289;286.37738037109375;
