# epoch,acc,val_acc,loss_train,val_loss
0.00,93.17,86.72,0.87,0.00
1.00,94.92,85.34,0.38,0.00
2.00,95.73,86.45,0.30,0.04
3.00,96.26,86.31,0.25,0.00
4.00,96.17,86.73,0.40,0.00
5.00,96.26,87.01,0.22,0.00
6.00,97.63,86.31,0.13,0.00
