# epoch,acc,val_acc,loss_train,val_loss
0.00,93.81,87.89,0.28,0.00
1.00,95.19,87.15,0.26,0.00
2.00,95.26,86.73,0.24,0.03
3.00,95.93,87.29,0.22,0.00
4.00,96.01,86.59,0.20,0.00
5.00,96.19,86.87,0.20,0.00
6.00,96.55,86.59,0.19,0.00
7.00,96.30,86.73,0.18,0.01
8.00,96.48,86.59,0.18,0.00
9.00,96.53,86.31,0.16,0.00
