Epoch;Acc;val_acc;Loss_train;Loss_test;
0;82.28158950805664;79.6875;1.0151988362060989;0.4118114709854126;
1;82.6859176158905;79.60894107818604;1.135964499415043;0.3258693516254425;
2;82.54151344299316;79.74860072135925;1.0700777013637528;0.5109723806381226;
3;82.77256488800049;80.16759753227234;1.0277238697351532;0.31043440103530884;
4;82.49819278717041;79.46927547454834;1.0389056874784752;0.3664764165878296;
5;82.74368047714233;79.60894107818604;1.0243467784358276;0.24518710374832153;
6;83.37906002998352;78.77094745635986;0.9695802119578696;0.2935706377029419;
7;83.36462378501892;79.05027866363525;0.9749753740290011;0.28948962688446045;
8;83.3935022354126;79.60894107818604;0.9356169660427079;0.286008358001709;
9;83.4801435470581;79.46927547454834;1.0229574629718217;0.3846062421798706;
10;83.45126509666443;79.46927547454834;1.0114537547727784;3.5007691383361816;
11;83.9277982711792;80.16759753227234;0.9615700085154509;2.1604695320129395;
12;84.26032066345215;81.00558519363403;0.9312254316216215;0.2745789587497711;
13;84.01222229003906;79.81770634651184;0.9605752504562132;0.4091908931732178;
14;84.56317782402039;80.16759753227234;0.9245886837446302;0.31532466411590576;
15;83.76895189285278;80.02793192863464;1.0068431773340658;0.49868491291999817;
16;84.07220244407654;80.72625994682312;0.9927539006983761;0.2934142053127289;
17;84.2173159122467;79.88826632499695;0.8650611021103115;0.353435218334198;
18;84.52138304710388;80.16759753227234;1.2093451938068656;0.23796744644641876;
19;84.23104882240295;79.46927547454834;0.9415646797999578;0.2788897156715393;
20;84.59002375602722;79.60894107818604;0.9316840207358019;0.2769039273262024;
21;85.14692783355713;80.16759753227234;0.9520868169366533;0.2702372968196869;
22;84.6498191356659;79.88826632499695;0.8610989069852588;0.3690406084060669;
23;84.7220242023468;79.88826632499695;1.0608607303881044;3.2341113090515137;
24;84.63537693023682;80.72625994682312;0.9339136507881247;2.0702638626098633;
25;84.57568883895874;82.40223526954651;0.8658958536769272;0.2593940794467926;
26;85.07419228553772;80.59895634651184;1.0590460521903606;0.3985050916671753;
27;84.86642837524414;80.86591958999634;1.0220207119332323;0.3065086007118225;
28;84.80866551399231;80.86591958999634;0.8948660251465945;0.49175387620925903;
29;84.90539193153381;81.00558519363403;0.9262344801644666;0.2821301221847534;
30;85.24876236915588;80.16759753227234;0.912329859387781;0.3460121750831604;
31;84.44667458534241;80.44692873954773;1.0581307277220104;0.23429422080516815;
32;84.85597968101501;79.88826632499695;0.9347865742706857;0.2698119580745697;
33;85.22743582725525;80.16759753227234;1.038344082401978;0.2681492865085602;
34;85.54512858390808;80.30726313591003;0.8981049314302658;0.26059702038764954;
